"","LogDurationA","LogDurationW","Lemma","Participant","Cond","Exponent","Frequency"
"11431",-1.32449562055674,-0.476859304924787,"schab","Art_02_S01","slow","t",-6.98004403496286
"1",-1.35775733141475,-0.359550419592346,"blas","Art_02_S01","slow","n",-5.74075963524368
"136",-1.49642180471795,-0.270137213893838,"schlaf","Art_02_S01","slow","en",-4.67630164601676
"71",-1.28434025352176,-0.377347249999988,"lahm","Art_02_S01","slow","en",-6.26363838052402
"11581",-1.33151003054347,-0.447127119591341,"lahm","Art_02_S01","slow","t",-6.46936984733652
"33",-1.41399124320945,-0.260911471399549,"fahnd","Art_02_S01","slow","en",-6.14938581176987
"100",-1.28936514828353,-0.335978401838643,"mahn","Art_02_S01","slow","en",-5.81383154910887
"16957",-1.18398019848286,-0.408548823881003,"bahn","Art_02_S01","slow","t",-5.76271867920494
"127",-1.29333921162772,-0.466027478445253,"schad","Art_02_S01","slow","n",-4.99646665212101
"163",-1.47209853299249,-0.342476224538904,"wat","Art_02_S01","slow","n",-6.42783041627999
"218",-1.63544231917541,-0.36347459361641,"fahnd","Art_02_S01","fast","n",-6.14938581176987
"227",-1.450412385976,-0.597783605685493,"lahm","Art_02_S01","fast","en",-6.26363838052402
"197",-1.53448748916319,-0.415500292561298,"blas","Art_02_S01","fast","n",-5.74075963524368
"245",-1.52078890350999,-0.488787469967772,"mahn","Art_02_S01","fast","en",-5.81383154910887
"286",-1.32482342477665,-0.525992033814482,"schad","Art_02_S01","fast","n",-4.99646665212101
"299",-1.65153521463644,-0.429413850418519,"schlaf","Art_02_S01","fast","n",-4.67630164601676
"96981",-1.43712434905937,-0.769375184198676,"lahm","Art_02_S01","fast","t",-6.46936984733652
"99431",-1.39954038508306,-0.600750952561693,"schab","Art_02_S01","fast","t",-6.98004403496286
"312",-1.42051261535025,-0.609342680894656,"wat","Art_02_S01","fast","n",-6.42783041627999
"106971",-1.30813163503983,-0.68327088899291,"bahn","Art_02_S01","fast","t",-5.76271867920494
"415",-1.56064774826466,-0.223131051392334,"tafeln","Art_02_S01","slow","en",-6.96970320162464
"335",-1.23787435600162,-0.32183784820439,"bahn","Art_02_S01","slow","en",-5.79293123007552
"402",-1.60943791243412,-0.478019672040812,"latsch","Art_02_S01","slow","n",-6.73180479259076
"125942",-1.38431820127034,-0.462019586706663,"zahn","Art_02_S01","slow","t",-7.53739429132134
"364",-1.51125532257376,-0.274423687893558,"faseln","Art_02_S01","slow","en",-6.64144355246975
"447",-1.41226636062951,-0.472920396039263,"bahn","Art_02_S01","fast","en",-5.79293123007552
"483",-1.65428150891419,-0.510808957238204,"latsch","Art_02_S01","fast","n",-6.73180479259076
"471",-1.43165927245145,-0.337102411870839,"faseln","Art_02_S01","fast","en",-6.64144355246975
"501",-1.70808168323416,-0.415500292561298,"tafeln","Art_02_S01","fast","n",-6.96970320162464
"112443",-1.51187556983082,-0.527615793073454,"zahn","Art_02_S01","fast","t",-7.53739429132134
"591",-1.60552470977485,-0.198438743676247,"tadeln","Art_02_S01","slow","en",-6.2027657386056
"640",-1.44241919996976,-0.35516109267942,"zahn","Art_02_S01","slow","en",-7.59809213167495
"541",-1.13866768140045,-0.174341482453726,"schab","Art_02_S01","slow","en",-6.69772500301848
"533",-1.26388459076671,-0.342476224538924,"bad","Art_02_S01","slow","n",-5.41767949883663
"131522",-1.45791892992493,-0.223131051392316,"latsch","Art_02_S01","slow","t",-7.14324727166644
"152502",-1.53169958526881,-0.510808957238168,"zahl","Art_02_S01","slow","t",-4.75377031078047
"579",-1.71360553996896,-0.274423687893558,"stapeln","Art_02_S01","slow","en",-5.92048517895446
"161422",-1.35925227712506,-0.415500292561298,"blas","Art_02_S01","slow","t",-7.50118211866689
"610",-1.44538380954005,-0.371049188742226,"zahl","Art_02_S01","slow","en",-4.27548008148666
"186872",-1.3959114954922,-0.579800638269512,"mahn","Art_02_S01","slow","t",-5.54965032812455
"212302",-1.48226456058207,-0.430767531595398,"schlaf","Art_02_S01","slow","t",-6.75924304093769
"747",-1.65568869988659,-0.49427992850653,"schad","Art_02_S03","slow","en",-4.99646665212101
"699",-1.62671684424667,-0.478019672040801,"lahm","Art_02_S03","slow","en",-6.26363838052402
"667",-1.55000085008096,-0.371049188742216,"blas","Art_02_S03","slow","en",-5.74075963524368
"70119",-1.51363868298643,-0.562101374447765,"lahm","Art_02_S03","slow","t",-6.46936984733652
"718",-1.49218598079573,-0.43076753159542,"mahn","Art_02_S03","slow","en",-5.81383154910887
"766",-1.66075107831274,-0.328490178179574,"schlaf","Art_02_S03","slow","en",-4.67630164601676
"129893",-1.49443668762583,-0.478019672040801,"schab","Art_02_S03","slow","t",-6.98004403496286
"679",-1.64038186818942,-0.287668739207331,"fahnd","Art_02_S03","slow","en",-6.14938581176987
"182123",-1.52039217631062,-0.56210137444779,"bahn","Art_02_S03","slow","t",-5.76271867920494
"785",-1.59462144705628,-0.415500292561298,"wat","Art_02_S03","slow","en",-6.42783041627999
"98020",-1.78009645284072,-0.867476758464357,"bahn","Art_02_S03","fast","t",-5.76271867920494
"818",-1.8805673652541,-0.733948341963878,"fahnd","Art_02_S03","fast","n",-6.14938581176987
"798",-1.65593202535179,-0.597818819102725,"blas","Art_02_S03","fast","n",-5.74075963524368
"866",-1.84470309739435,-0.776507050604852,"mahn","Art_02_S03","fast","en",-5.81383154910887
"873",-1.73262158273546,-0.798485474242462,"schad","Art_02_S03","fast","n",-4.99646665212101
"49566",-2.05619546297242,-0.820957825055361,"lahm","Art_02_S03","fast","t",-6.46936984733652
"92926",-1.62286578306049,-0.755001307908627,"schab","Art_02_S03","fast","t",-6.98004403496286
"908",-1.76437992230763,-0.653907236822344,"wat","Art_02_S03","fast","n",-6.42783041627999
"891",-1.86845816071277,-0.527615793073454,"schlaf","Art_02_S03","fast","n",-4.67630164601676
"840",-1.71756893035961,-0.733948341963863,"lahm","Art_02_S03","fast","n",-6.26363838052402
"939",-1.79568579746683,-0.415500292561298,"faseln","Art_02_S03","slow","en",-6.64144355246975
"918",-1.55708799172429,-0.478019672040812,"bahn","Art_02_S03","slow","en",-5.79293123007552
"971",-1.84882051864385,-0.527615793073454,"latsch","Art_02_S03","slow","en",-6.73180479259076
"171834",-1.62264724019907,-0.616167621076773,"zahn","Art_02_S03","slow","t",-7.53739429132134
"972",-1.90348382377174,-0.44627147775046,"tafeln","Art_02_S03","slow","en",-6.96970320162464
"1043",-1.92551377388825,-0.63485940468943,"tafeln","Art_02_S03","fast","en",-6.96970320162464
"1007",-1.78709229795388,-0.61616762107676,"faseln","Art_02_S03","fast","en",-6.64144355246975
"1030",-2.00545377200459,-0.693127180759936,"latsch","Art_02_S03","fast","n",-6.73180479259076
"66958",-1.61706509919585,-0.713329479922418,"zahn","Art_02_S03","fast","t",-7.53739429132134
"999",-1.65589232724346,-0.63485940468943,"bahn","Art_02_S03","fast","n",-5.79293123007552
"242211",-1.50243945366586,-0.616167621076766,"mahn","Art_02_S03","slow","t",-5.54965032812455
"1072",-1.74446352832879,-0.415500292561287,"schab","Art_02_S03","slow","en",-6.69772500301848
"497113",-1.7271372958648,-0.693127180759936,"latsch","Art_02_S03","slow","t",-7.14324727166644
"1145",-1.70314487338476,-0.415500292561287,"zahn","Art_02_S03","slow","en",-7.59809213167495
"1094",-1.95995231270509,-0.356660658326498,"stapeln","Art_02_S03","slow","en",-5.92048517895446
"1058",-1.59946694756777,-0.462019586706663,"bad","Art_02_S03","slow","en",-5.41767949883663
"1119",-1.69578921392181,-0.462019586706663,"zahl","Art_02_S03","slow","en",-4.27548008148666
"189995",-1.55919517719681,-0.527615793073454,"zahl","Art_02_S03","slow","t",-4.75377031078047
"195965",-1.61282219493046,-0.527615793073454,"blas","Art_02_S03","slow","t",-7.50118211866689
"1102",-1.85295789052604,-0.56210137444779,"tadeln","Art_02_S03","slow","en",-6.2027657386056
"215705",-3.50655789731994,-1.23783987383743,"schlaf","Art_02_S03","slow","t",-6.75924304093769
"100340",-1.80089231895681,-0.867476758464357,"mahn","Art_02_S03","fast","t",-5.54965032812455
"1290",-1.75599015430733,-0.693127180759943,"zahn","Art_02_S03","fast","en",-7.59809213167495
"176027",-1.89667199286787,-0.843946814750989,"schlaf","Art_02_S03","fast","t",-6.75924304093769
"1196",-2.02414245719027,-0.562101374447778,"stapeln","Art_02_S03","fast","en",-5.92048517895446
"513510",-1.64562574032557,-0.65390723682233,"zahl","Art_02_S03","fast","t",-4.75377031078047
"537310",-1.91918114219947,-0.713329479922433,"latsch","Art_02_S03","fast","t",-7.14324727166644
"554310",-1.66357347948622,-0.54470993421099,"blas","Art_02_S03","fast","t",-7.50118211866689
"1269",-1.76974460159724,-0.616167621076747,"zahl","Art_02_S03","fast","en",-4.27548008148666
"1203",-1.77871943920127,-0.634859404689457,"tadeln","Art_02_S03","fast","en",-6.2027657386056
"1156",-1.65578150964406,-0.634859404689457,"bad","Art_02_S03","fast","en",-5.41767949883663
"1259",-2.1266481858008,-0.916265732186663,"tadeln","Art_02_S03","fast","en",-6.2027657386056
"1179",-1.77148328411354,-0.759067883237652,"schab","Art_02_S03","fast","en",-6.69772500301848
"130228",-1.76507702419093,-0.579800638269525,"schab","Art_02_S04","slow","t",-6.98004403496286
"1325",-1.82242204230699,-0.43076753159542,"fahnd","Art_02_S04","slow","n",-6.14938581176987
"952011",-1.66034593499534,-0.713329479922447,"bahn","Art_02_S04","slow","t",-5.76271867920494
"1354",-1.5925466803281,-0.510808957238216,"mahn","Art_02_S04","slow","en",-5.81383154910887
"1342",-1.64909549690864,-0.616167621076747,"lahm","Art_02_S04","slow","n",-6.26363838052402
"1374",-1.56192712369791,-0.46201958670664,"schad","Art_02_S04","slow","en",-4.99646665212101
"1401",-1.64528084576566,-0.46201958670664,"schlaf","Art_02_S04","slow","n",-4.67630164601676
"137056",-1.4924020898866,-0.755001307908627,"lahm","Art_02_S04","slow","t",-6.46936984733652
"1414",-1.66592493440803,-0.56210137444779,"wat","Art_02_S04","slow","en",-6.42783041627999
"1303",-1.50119800640029,-0.430767531595442,"blas","Art_02_S04","slow","en",-5.74075963524368
"148030",-1.5250668653943,-0.653907236822344,"schab","Art_02_S04","fast","t",-6.98004403496286
"1467",-1.66826584562366,-0.673324945612864,"lahm","Art_02_S04","fast","n",-6.26363838052402
"1441",-1.53395465837825,-0.446271477750494,"blas","Art_02_S04","fast","n",-5.74075963524368
"1492",-1.73628668896793,-0.713329479922433,"mahn","Art_02_S04","fast","en",-5.81383154910887
"1542",-1.79513055563552,-0.653907236822344,"wat","Art_02_S04","fast","n",-6.42783041627999
"945612",-1.66761660359402,-0.843946814750964,"bahn","Art_02_S04","fast","t",-5.76271867920494
"1540",-1.82058982526445,-0.54470993421099,"schlaf","Art_02_S04","fast","n",-4.67630164601676
"1086116",-1.67531459576678,-0.733948341963893,"lahm","Art_02_S04","fast","t",-6.46936984733652
"1510",-1.59340771732664,-0.597818819102725,"schad","Art_02_S04","fast","n",-4.99646665212101
"1453",-1.96329422420416,-0.579800638269512,"fahnd","Art_02_S04","fast","n",-6.14938581176987
"1558",-1.6005349927216,-0.54470993421099,"bahn","Art_02_S04","slow","en",-5.79293123007552
"1620",-1.8298633099815,-0.342476224538924,"tafeln","Art_02_S04","slow","en",-6.96970320162464
"1601",-1.76496721060021,-0.54470993421099,"latsch","Art_02_S04","slow","n",-6.73180479259076
"1172012",-1.61303249510008,-0.579800638269512,"zahn","Art_02_S04","slow","t",-7.53739429132134
"1578",-1.72601928756255,-0.356660658326498,"faseln","Art_02_S04","slow","en",-6.64144355246975
"157150",-1.57101558715614,-0.653907236822347,"zahn","Art_02_S04","fast","t",-7.53739429132134
"1644",-1.54969547821218,-0.579800638269512,"bahn","Art_02_S04","fast","en",-5.79293123007552
"1670",-1.69342312378956,-0.478019672040801,"latsch","Art_02_S04","fast","n",-6.73180479259076
"1665",-1.63186745775809,-0.478019672040824,"faseln","Art_02_S04","fast","n",-6.64144355246975
"1688",-1.79150709659788,-0.415500292561298,"tafeln","Art_02_S04","fast","en",-6.96970320162464
"1781",-1.60351992156463,-0.415500292561298,"zahl","Art_02_S04","slow","en",-4.27548008148666
"255515",-1.58060246969673,-0.71332947992244,"mahn","Art_02_S04","slow","t",-5.54965032812455
"345714",-1.84026735690824,-0.61616762107676,"latsch","Art_02_S04","slow","t",-7.14324727166644
"1710",-1.63606831010907,-0.527615793073466,"bad","Art_02_S04","slow","en",-5.41767949883663
"658714",-1.8393535054647,-0.597818819102699,"zahl","Art_02_S04","slow","t",-4.75377031078047
"1731",-1.6553179575075,-0.54470993421099,"schab","Art_02_S04","slow","n",-6.69772500301848
"1763",-1.83199598652542,-0.430767531595398,"tadeln","Art_02_S04","slow","en",-6.2027657386056
"1800",-1.674281351649,-0.446271477750483,"zahn","Art_02_S04","slow","en",-7.59809213167495
"137308",-1.44160633045619,-0.544709934210965,"blas","Art_02_S04","slow","t",-7.50118211866689
"1744",-2.00201821777638,-0.342476224538904,"stapeln","Art_02_S04","slow","en",-5.92048517895446
"2074114",-1.63045310163133,-0.544709934210965,"schlaf","Art_02_S04","slow","t",-6.75924304093769
"287816",-1.70680493140576,-0.562101374447784,"latsch","Art_02_S04","fast","t",-7.14324727166644
"1854",-1.96312063911937,-0.462019586706663,"stapeln","Art_02_S04","fast","en",-5.92048517895446
"1910",-1.68396841275725,-0.510808957238204,"zahn","Art_02_S04","fast","en",-7.59809213167495
"440816",-1.66025772697317,-0.63485940468943,"schlaf","Art_02_S04","fast","t",-6.75924304093769
"540316",-1.86998145560638,-0.61616762107676,"zahl","Art_02_S04","fast","t",-4.75377031078047
"766218",-1.53776774075782,-0.579800638269512,"blas","Art_02_S04","fast","t",-7.50118211866689
"1873",-2.05593178524085,-0.494279928506524,"tadeln","Art_02_S04","fast","en",-6.2027657386056
"1101219",-1.52493660754659,-0.653907236822344,"mahn","Art_02_S04","fast","t",-5.54965032812455
"1887",-1.5984497403128,-0.494279928506524,"zahl","Art_02_S04","fast","en",-4.27548008148666
"1813",-1.54235237503693,-0.579800638269512,"bad","Art_02_S04","fast","n",-5.41767949883663
"1841",-1.6343364824516,-0.579800638269512,"schab","Art_02_S04","fast","n",-6.69772500301848
"1995",-1.71341209555087,-0.503536451155532,"schad","Art_02_S05","slow","en",-4.99646665212101
"1969",-1.88571412424567,-0.562101374447778,"lahm","Art_02_S05","slow","n",-6.26363838052402
"584916",-1.83795749616536,-0.65390723682233,"schab","Art_02_S05","slow","t",-6.98004403496286
"1989",-1.68907484071919,-0.579800638269538,"mahn","Art_02_S05","slow","en",-5.81383154910887
"1952",-1.9292091998245,-0.572817886043821,"fahnd","Art_02_S05","slow","en",-6.14938581176987
"1108517",-1.40642662438015,-0.478019672040801,"bahn","Art_02_S05","slow","t",-5.76271867920494
"168997",-1.63442699288968,-0.712670495277203,"lahm","Art_02_S05","slow","t",-6.46936984733652
"2035",-1.69029760408459,-0.550356821158507,"wat","Art_02_S05","slow","n",-6.42783041627999
"2013",-1.88867335446417,-0.534510728613266,"schlaf","Art_02_S05","slow","en",-4.67630164601676
"1926",-1.29338388124671,0.578652523525852,"blas","Art_02_S05","slow","en",-5.74075963524368
"2158",-1.840961474124,-0.527615793073466,"wat","Art_02_S05","fast","en",-6.42783041627999
"2124",-1.55896248989198,-0.597818819102725,"schad","Art_02_S05","fast","en",-4.99646665212101
"2101",-1.83659435546985,-0.761176702702398,"mahn","Art_02_S05","fast","n",-5.81383154910887
"2144",-1.84339165679657,-0.527615793073478,"schlaf","Art_02_S05","fast","en",-4.67630164601676
"2078",-1.76417852425787,-0.527615793073454,"fahnd","Art_02_S05","fast","en",-6.14938581176987
"1009418",-1.79288197737962,-0.198438743676234,"schab","Art_02_S05","fast","t",-6.98004403496286
"2090",-1.8193937865294,-0.653907236822316,"lahm","Art_02_S05","fast","n",-6.26363838052402
"1051518",-1.40232803661392,-0.562101374447765,"bahn","Art_02_S05","fast","t",-5.76271867920494
"1111022",-1.50919495704506,-0.510808957238216,"lahm","Art_02_S05","fast","t",-6.46936984733652
"2053",-1.61038945642626,-0.400462641335366,"blas","Art_02_S05","fast","en",-5.74075963524368
"2191",-1.71858517173961,-0.342476224538921,"faseln","Art_02_S05","slow","n",-6.64144355246975
"2177",-1.8066723997186,0.354914229653196,"bahn","Art_02_S05","slow","en",-5.79293123007552
"2220",-1.88592220925809,-0.430767531595409,"tafeln","Art_02_S05","slow","en",-6.96970320162464
"869919",-1.6634383494679,-0.63485940468943,"zahn","Art_02_S05","slow","t",-7.53739429132134
"2204",-1.75103678718975,-0.446271477750505,"latsch","Art_02_S05","slow","en",-6.73180479259076
"2284",-1.97251284392172,-0.527615793073466,"latsch","Art_02_S05","fast","en",-6.73180479259076
"2259",-1.43581425138804,-0.430767531595409,"faseln","Art_02_S05","fast","n",-6.64144355246975
"942719",-1.7147471957733,-0.415500292561276,"zahn","Art_02_S05","fast","t",-7.53739429132134
"2298",-1.74664171354997,-0.409041840355441,"tafeln","Art_02_S05","fast","n",-6.96970320162464
"2241",-1.7113144526469,-0.776507050604829,"bahn","Art_02_S05","fast","n",-5.79293123007552
"2348",-1.99200956723747,-0.387143314503506,"stapeln","Art_02_S05","slow","n",-5.92048517895446
"739125",-1.74105703613349,-0.733948341963893,"schlaf","Art_02_S05","slow","t",-6.75924304093769
"977223",-1.5335659902659,-0.653907236822344,"blas","Art_02_S05","slow","t",-7.50118211866689
"1022421",-1.62928440600756,-0.266289568661223,"latsch","Art_02_S05","slow","t",-7.14324727166644
"2334",-1.61186240499683,-0.713329479922476,"schab","Art_02_S05","slow","en",-6.69772500301848
"2315",-1.60471889134377,-0.703710665776097,"bad","Art_02_S05","slow","n",-5.41767949883663
"1440511",-1.8314142726658,-0.430767531595442,"zahl","Art_02_S05","slow","t",-4.75377031078047
"2402",-1.79832810929477,-0.616167621076773,"zahn","Art_02_S05","slow","n",-7.59809213167495
"2363",-1.97169730944939,-0.446271477750505,"tadeln","Art_02_S05","slow","en",-6.2027657386056
"2383",-1.64126516053281,-0.465711798108772,"zahl","Art_02_S05","slow","n",-4.27548008148666
"1904811",-1.60004204775762,-0.733948341963893,"mahn","Art_02_S05","slow","t",-5.54965032812455
"2536",-1.61484381020489,-0.731655184515039,"zahl","Art_02_S05","fast","n",-4.27548008148666
"2448",-2.2949769834436,-0.553271641754736,"stapeln","Art_02_S05","fast","en",-5.92048517895446
"2470",-1.99909648011909,-0.579800638269525,"tadeln","Art_02_S05","fast","n",-6.2027657386056
"2471",-1.99909648011909,-0.579800638269525,"tadeln","Art_02_S05","fast","en",-6.2027657386056
"482921",-1.55743916484423,-0.668359305247783,"blas","Art_02_S05","fast","t",-7.50118211866689
"540822",-1.62471905352992,-0.446271477750483,"mahn","Art_02_S05","fast","t",-5.54965032812455
"2436",-1.78968015753496,-0.673324945612843,"schab","Art_02_S05","fast","en",-6.69772500301848
"827321",-1.60751924953769,-0.527615793073454,"latsch","Art_02_S05","fast","t",-7.14324727166644
"2424",-1.72234496483549,-0.820957825055361,"bad","Art_02_S05","fast","n",-5.41767949883663
"886125",-1.79927241600917,-0.328490178179594,"zahl","Art_02_S05","fast","t",-4.75377031078047
"1170321",-1.65472801338019,-0.356660658326478,"schlaf","Art_02_S05","fast","t",-6.75924304093769
"2514",-1.46967597005899,-0.488091477326069,"tadeln","Art_02_S05","fast","n",-6.2027657386056
"2515",-1.46967597005899,-0.488091477326069,"tadeln","Art_02_S05","fast","en",-6.2027657386056
"2659",-1.77192321935889,-0.248448538867861,"schlaf","Art_02_S08","slow","en",-4.67630164601676
"1691104",-1.6434577143989,-0.462019586706663,"schab","Art_02_S08","slow","t",-6.98004403496286
"2596",-1.62265490149261,-0.562101374447778,"lahm","Art_02_S08","slow","en",-6.26363838052402
"2559",-1.56391812818856,-0.415500292561287,"blas","Art_02_S08","slow","en",-5.74075963524368
"596022",-1.60355113564982,-0.673324945612857,"lahm","Art_02_S08","slow","t",-6.46936984733652
"2675",-1.6723754923305,-0.527615793073454,"wat","Art_02_S08","slow","en",-6.42783041627999
"1518413",-1.44323162035683,-0.616167621076773,"bahn","Art_02_S08","slow","t",-5.76271867920494
"2636",-1.47014842676315,-0.415500292561298,"schad","Art_02_S08","slow","n",-4.99646665212101
